"shapeid","x","y","identifier","formOfNode","fictitious","identifi_1","class","roadNumber","name1","name1_lang","name2","name2_lang","formOfWay","strategic","length","structure","loop","startNode","endNode","formsPart","gml_id","changeType","startDate","lastUpdate","entryDate","uprn","logicalSta","blpuState","blpuStateD","rpc","localCusto","country","addressbas","postcodeLo","multiOccCo","deliveryPo","delivery_1","delivery_2","udprn","buildingNu","thoroughfa","postTown","postcode","postcodeTy","delivery_3","processDat","landProper","landProp_1","landProp_2","lpiKey","landProp_3","paoStartNu","usrn","usrnMatchI","officialFl","applicatio","applicat_1","applicat_2","xRefKey","crossRefer","version","source","classifica","classifi_1","classifi_2","classKey","classifi_3","classSchem","schemeVers","buildingNa","paoStartSu","parentUPRN","subBuildin","saoText","saoStartNu","paoText","organisati","organisa_1","organisa_2","orgKey","organisa_3","endDate","landProp_4","applicat_3","classifi_4","organisa_4","dependentT","paoEndNumb","saoStartSu","dependentL","paoEndSuff","organisa_5","department","doubleDepe","saoEndNumb","poBoxNumbe","best_server"
"16","291500.20053","91074.36075","87016963-206d-4ea0-b194-5d52048ab802","junction","false","052c2977-937c-43e9-9fe4-5009f30bc545","A Road","A377","Alphington Road","Acc","NULL","NULL","Collapsed Dual Carriageway","Primary","15.536","NULL","false","87016963-206d-4ea0-b194-5d52048ab802","b1d568a4-780b-47e8-89fe-2b9af06876f7","osgb4000000025354373,osgb4000000021011724","uk.addressbase.uprn.10024657976","I","2011-09-16","2016-02-10","2007-11-22","10024657976.0","1","NULL","NULL","1","7655","E","N","EX2 9LD","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159159)","(1:1)","NULL","(1:14200065)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2006-03-17,2005-09-16)","(4:7655X134331565,7655X900394869,7655X700394869,7655X600394869)","(4:E05003491,osgb5000000000053812,osgb1000000347963163,...)","(3:8,3,3)","(4:7666OW,7666MA,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000394869)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 6M FROM 12 BEAWORTHY CLOSE. ON BEAWORTHY CLOSE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1"
"17","291500.20053","91074.36075","87016963-206d-4ea0-b194-5d52048ab802","junction","false","b8f5d3c8-95f5-4eec-8d12-61bf60a7093e","A Road","A377","Alphington Road","Acc","NULL","NULL","Collapsed Dual Carriageway","Primary","60.519","NULL","false","fe492701-89de-417a-b5fb-430604190e78","87016963-206d-4ea0-b194-5d52048ab802","osgb4000000025354373,osgb4000000021011724","uk.addressbase.uprn.10024657976","I","2011-09-16","2016-02-10","2007-11-22","10024657976.0","1","NULL","NULL","1","7655","E","N","EX2 9LD","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159159)","(1:1)","NULL","(1:14200065)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2006-03-17,2005-09-16)","(4:7655X134331565,7655X900394869,7655X700394869,7655X600394869)","(4:E05003491,osgb5000000000053812,osgb1000000347963163,...)","(3:8,3,3)","(4:7666OW,7666MA,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000394869)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 6M FROM 12 BEAWORTHY CLOSE. ON BEAWORTHY CLOSE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1"
"18","291500.20053","91074.36075","87016963-206d-4ea0-b194-5d52048ab802","junction","false","a1e44656-5324-46b0-bebb-b251b799f6d7","Unclassified","NULL","Marsh Barton Road","Acc","NULL","NULL","Slip Road","NULL","70.512","NULL","false","87016963-206d-4ea0-b194-5d52048ab802","a1108885-33f1-4c40-acc5-ceaa81945f6e","osgb4000000025363843","uk.addressbase.uprn.10024657976","I","2011-09-16","2016-02-10","2007-11-22","10024657976.0","1","NULL","NULL","1","7655","E","N","EX2 9LD","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159159)","(1:1)","NULL","(1:14200065)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2006-03-17,2005-09-16)","(4:7655X134331565,7655X900394869,7655X700394869,7655X600394869)","(4:E05003491,osgb5000000000053812,osgb1000000347963163,...)","(3:8,3,3)","(4:7666OW,7666MA,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000394869)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 6M FROM 12 BEAWORTHY CLOSE. ON BEAWORTHY CLOSE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1"
"19","291788.9","91795.803","b2cda61e-488c-4825-a090-caf3b9f4b172","junction","false","eb16f50d-8784-4294-a473-3d85c8fd15db","Not Classified","NULL","NULL","NULL","NULL","NULL","Single Carriageway","NULL","43.265","NULL","false","b2cda61e-488c-4825-a090-caf3b9f4b172","6cf4bf39-2b13-4628-811b-c82dbd5e5f2a","NULL","uk.addressbase.uprn.10024657980","I","2011-09-16","2016-02-10","2011-09-01","10024657980.0","1","NULL","NULL","1","7655","E","N","EX2 8PP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159163)","(1:1)","NULL","(1:14200428)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2010-02-18,2015-07-23)","(4:7655X900396763,7655X134331569,7655X600396763,7655X700396763)","(4:osgb5000000000053821,E05003491,osgb4000000025424922,...)","(3:15,6,1)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000396763)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 7M FROM 68 ISCA ROAD. 3M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","10"
"20","291788.9","91795.803","b2cda61e-488c-4825-a090-caf3b9f4b172","junction","false","060b28b7-2898-40d7-8d41-82fc80081c44","Unclassified","NULL","Isca Road","Acc","NULL","NULL","Single Carriageway","NULL","39.502","NULL","false","b2cda61e-488c-4825-a090-caf3b9f4b172","4b612915-8db4-4f06-baff-9c5cabece9e4","osgb4000000025357216","uk.addressbase.uprn.10024657980","I","2011-09-16","2016-02-10","2011-09-01","10024657980.0","1","NULL","NULL","1","7655","E","N","EX2 8PP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159163)","(1:1)","NULL","(1:14200428)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2010-02-18,2015-07-23)","(4:7655X900396763,7655X134331569,7655X600396763,7655X700396763)","(4:osgb5000000000053821,E05003491,osgb4000000025424922,...)","(3:15,6,1)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000396763)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 7M FROM 68 ISCA ROAD. 3M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","10"
"21","291921.629","91203.223","f4123d0c-d8d6-4971-9eec-fe538a2d954e","roadEnd","false","4097b471-882d-48d8-81db-76a6a7eca817","Unclassified","NULL","Filmer Way","Acc","NULL","NULL","Single Carriageway","NULL","165.68","NULL","false","f4123d0c-d8d6-4971-9eec-fe538a2d954e","ad6d0417-8f74-47df-b6a3-0eccf66dc6a2","osgb4000000025360450","uk.addressbase.uprn.10024666658","I","2011-09-16","2016-02-10","2008-04-21","10024666658.0","1","NULL","NULL","1","7655","E","N","EX2 8JR","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655L101171833)","(1:1)","NULL","(1:14200262)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-17,2016-02-07,2006-03-09,2006-03-18)","(4:7655X700405423,7655X134373791,7655X600405423,7655X900405423)","(4:osgb1000012288485,E05003491,osgb4000000025320402,osgb5000000000052844)","(3:4,8,9)","(4:7666MT,7666OW,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000405423)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",""
"22","291726.0","91777.0","16a95281-00b4-4a70-8eb1-20a00c8f6fad","roadEnd","false","284669f6-b2fe-4ecc-aa70-d19fe12484a0","Unclassified","NULL","Iris Avenue","Acc","NULL","NULL","Single Carriageway","NULL","37.28","NULL","false","9baa2de8-be4a-4496-9910-f9cd169755a6","16a95281-00b4-4a70-8eb1-20a00c8f6fad","osgb4000000025365749","uk.addressbase.uprn.10024944116","I","2011-09-16","2016-02-10","2010-05-16","10024944116.0","1","NULL","NULL","1","7655","E","N","EX2 8BJ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101415148)","(1:1)","NULL","(1:14200426)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2015-07-23,2015-07-23)","(4:7655X135455458,7655X900611656,7655X700611656,7655X600611656)","(4:E05003491,osgb5000000000739188,osgb1000012286662,osgb5000005157730311)","(3:12,4,1)","(4:7666OW,7666MA,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-05-16)","(1:7655C000611656)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","10"
"23","291446.0","91945.0","74217467-b709-4095-8e2b-d921cbd03e05","roadEnd","false","f13a13af-1c8b-4d7f-b387-1756a4ec7cec","Unclassified","NULL","St Thomas Court","Acc","NULL","NULL","Single Carriageway","NULL","45.607","NULL","false","3215e684-7749-45ad-8bb3-b040a01ef861","74217467-b709-4095-8e2b-d921cbd03e05","osgb4000000025366104","uk.addressbase.uprn.10024666657","I","2011-09-16","2016-02-10","2011-09-01","10024666657.0","1","NULL","NULL","1","7655","E","N","EX4 1AJ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101171832)","(1:1)","NULL","(1:14200799)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2005-09-17,2006-03-18,2016-02-07,2008-01-30)","(4:7655X600405422,7655X900405422,7655X134373790,7655X700405422)","(4:osgb4000000025345857,osgb5000000000052840,E05003506,...)","(3:3,53,4)","(4:7666MI,7666MA,7666OW,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000405422)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","12"
"24","291855.054","91845.712","ef054ba6-9c31-44df-81da-e62af92249ce","junction","false","891a61e1-a037-475c-8c8e-11ad7b5ea15c","Unclassified","NULL","Water Lane","Acc","NULL","NULL","Single Carriageway","NULL","27.233","NULL","false","7254e262-69b8-49da-903d-0dd0e69cd13a","ef054ba6-9c31-44df-81da-e62af92249ce","osgb4000000025355272","uk.addressbase.uprn.10024665620","I","2011-09-16","2016-02-10","2011-09-01","10024665620.0","1","NULL","NULL","1","7655","E","N","EX2 8BY","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101170251)","(1:1)","NULL","(1:14200893)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2015-07-23,2008-01-30,2006-03-18,2016-02-07)","(4:7655X600389279,7655X700389279,7655X900389279,7655X134368750)","(4:osgb5000005157730294,osgb1000000347978358,osgb5000000000052830,...)","(3:1,3,18)","(4:7666MI,7666MT,7666MA,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000389279)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14"
"25","291519.48682","91016.9976","fe492701-89de-417a-b5fb-430604190e78","junction","false","106fda11-5428-45dc-90b5-7cfb274b6eb1","A Road","A377","Alphington Road","Acc","NULL","NULL","Collapsed Dual Carriageway","Primary","19.664","NULL","false","0ca84f7d-d4e3-4d7c-9d87-28081bdc0ba2","fe492701-89de-417a-b5fb-430604190e78","osgb4000000025354373,osgb4000000021011724","uk.addressbase.uprn.10024657976","I","2011-09-16","2016-02-10","2007-11-22","10024657976.0","1","NULL","NULL","1","7655","E","N","EX2 9LD","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159159)","(1:1)","NULL","(1:14200065)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2006-03-17,2005-09-16)","(4:7655X134331565,7655X900394869,7655X700394869,7655X600394869)","(4:E05003491,osgb5000000000053812,osgb1000000347963163,...)","(3:8,3,3)","(4:7666OW,7666MA,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000394869)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 6M FROM 12 BEAWORTHY CLOSE. ON BEAWORTHY CLOSE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1"
"26","291790.0","91785.0","20e756e7-ef66-4fbf-af71-a4186bb9a8ce","junction","false","fe21dc23-3c9a-4ca1-8ba0-164a89b85aea","Unclassified","NULL","Isca Road","Acc","NULL","NULL","Single Carriageway","NULL","10.859","NULL","false","20e756e7-ef66-4fbf-af71-a4186bb9a8ce","b2cda61e-488c-4825-a090-caf3b9f4b172","osgb4000000025357216","uk.addressbase.uprn.10024657980","I","2011-09-16","2016-02-10","2011-09-01","10024657980.0","1","NULL","NULL","1","7655","E","N","EX2 8PP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159163)","(1:1)","NULL","(1:14200428)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2010-02-18,2015-07-23)","(4:7655X900396763,7655X134331569,7655X600396763,7655X700396763)","(4:osgb5000000000053821,E05003491,osgb4000000025424922,...)","(3:15,6,1)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000396763)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 7M FROM 68 ISCA ROAD. 3M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","10"
"27","291519.48682","91016.9976","fe492701-89de-417a-b5fb-430604190e78","junction","false","12626b25-46bd-4490-8417-0d4a3ce4f24d","Unclassified","NULL","Marsh Barton Road","Acc","NULL","NULL","Single Carriageway","NULL","24.709","NULL","false","a1108885-33f1-4c40-acc5-ceaa81945f6e","fe492701-89de-417a-b5fb-430604190e78","osgb4000000025363843","uk.addressbase.uprn.10024657976","I","2011-09-16","2016-02-10","2007-11-22","10024657976.0","1","NULL","NULL","1","7655","E","N","EX2 9LD","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159159)","(1:1)","NULL","(1:14200065)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2006-03-17,2005-09-16)","(4:7655X134331565,7655X900394869,7655X700394869,7655X600394869)","(4:E05003491,osgb5000000000053812,osgb1000000347963163,...)","(3:8,3,3)","(4:7666OW,7666MA,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000394869)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 6M FROM 12 BEAWORTHY CLOSE. ON BEAWORTHY CLOSE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1"
"28","291790.0","91785.0","20e756e7-ef66-4fbf-af71-a4186bb9a8ce","junction","false","85224eb4-ec7d-4b44-b431-4fde71c7fdc3","Unclassified","NULL","Isca Road","Acc","NULL","NULL","Single Carriageway","NULL","36.056","NULL","false","045e4677-55a8-44f2-9bd4-745110cfdf8b","20e756e7-ef66-4fbf-af71-a4186bb9a8ce","osgb4000000025357216","uk.addressbase.uprn.10024657980","I","2011-09-16","2016-02-10","2011-09-01","10024657980.0","1","NULL","NULL","1","7655","E","N","EX2 8PP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159163)","(1:1)","NULL","(1:14200428)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2010-02-18,2015-07-23)","(4:7655X900396763,7655X134331569,7655X600396763,7655X700396763)","(4:osgb5000000000053821,E05003491,osgb4000000025424922,...)","(3:15,6,1)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000396763)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 7M FROM 68 ISCA ROAD. 3M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","10"
"29","291519.48682","91016.9976","fe492701-89de-417a-b5fb-430604190e78","junction","false","b8f5d3c8-95f5-4eec-8d12-61bf60a7093e","A Road","A377","Alphington Road","Acc","NULL","NULL","Collapsed Dual Carriageway","Primary","60.519","NULL","false","fe492701-89de-417a-b5fb-430604190e78","87016963-206d-4ea0-b194-5d52048ab802","osgb4000000025354373,osgb4000000021011724","uk.addressbase.uprn.10024657976","I","2011-09-16","2016-02-10","2007-11-22","10024657976.0","1","NULL","NULL","1","7655","E","N","EX2 9LD","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159159)","(1:1)","NULL","(1:14200065)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2006-03-17,2005-09-16)","(4:7655X134331565,7655X900394869,7655X700394869,7655X600394869)","(4:E05003491,osgb5000000000053812,osgb1000000347963163,...)","(3:8,3,3)","(4:7666OW,7666MA,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000394869)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 6M FROM 12 BEAWORTHY CLOSE. ON BEAWORTHY CLOSE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1"
"30","291790.0","91785.0","20e756e7-ef66-4fbf-af71-a4186bb9a8ce","junction","false","bc7b5487-0033-4c12-8abc-9d0c9a815ac3","Unclassified","NULL","Iris Avenue","Acc","NULL","NULL","Single Carriageway","NULL","27.218","NULL","false","20e756e7-ef66-4fbf-af71-a4186bb9a8ce","9baa2de8-be4a-4496-9910-f9cd169755a6","osgb4000000025365749","uk.addressbase.uprn.10024657980","I","2011-09-16","2016-02-10","2011-09-01","10024657980.0","1","NULL","NULL","1","7655","E","N","EX2 8PP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159163)","(1:1)","NULL","(1:14200428)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2010-02-18,2015-07-23)","(4:7655X900396763,7655X134331569,7655X600396763,7655X700396763)","(4:osgb5000000000053821,E05003491,osgb4000000025424922,...)","(3:15,6,1)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000396763)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 7M FROM 68 ISCA ROAD. 3M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","10"
"31","291788.9","91795.803","b2cda61e-488c-4825-a090-caf3b9f4b172","junction","false","fe21dc23-3c9a-4ca1-8ba0-164a89b85aea","Unclassified","NULL","Isca Road","Acc","NULL","NULL","Single Carriageway","NULL","10.859","NULL","false","20e756e7-ef66-4fbf-af71-a4186bb9a8ce","b2cda61e-488c-4825-a090-caf3b9f4b172","osgb4000000025357216","uk.addressbase.uprn.10024657980","I","2011-09-16","2016-02-10","2011-09-01","10024657980.0","1","NULL","NULL","1","7655","E","N","EX2 8PP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159163)","(1:1)","NULL","(1:14200428)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2010-02-18,2015-07-23)","(4:7655X900396763,7655X134331569,7655X600396763,7655X700396763)","(4:osgb5000000000053821,E05003491,osgb4000000025424922,...)","(3:15,6,1)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000396763)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 7M FROM 68 ISCA ROAD. 3M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","10"
